AnGamGeneStableID	AnGamTranscriptstableID	AnFunGeneStableID	AnFunTranscriptStableID	GeneName	GeneClass
AGAP002761	AGAP002761-RA	AFUN009385	AFUN009385-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP002761	AGAP002761-RA	AFUN009385	AFUN009385-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP007784	AGAP007784-RB	AFUN009838	AFUN009838-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP007784	AGAP007784-RA	AFUN009838	AFUN009838-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP007784	AGAP007784-RB	AFUN009838	AFUN009838-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP007784	AGAP007784-RA	AFUN009838	AFUN009838-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP007784	AGAP007784-RB	AFUN009838	AFUN009838-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP007784	AGAP007784-RA	AFUN009838	AFUN009838-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006821	AGAP006821-RA	AFUN009910	AFUN009910-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006821	AGAP006821-RA	AFUN009910	AFUN009910-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP001951	AGAP001951-RA	AFUN011018	AFUN011018-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP001951	AGAP001951-RA	AFUN011018	AFUN011018-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003136	AGAP003136-RA	AFUN011300	AFUN011300-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003136	AGAP003136-RA	AFUN011300	AFUN011300-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003136	AGAP003136-RA	AFUN011300	AFUN011300-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011833	AGAP011833-RA	AFUN011509	AFUN011509-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011833	AGAP011833-RA	AFUN011509	AFUN011509-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005847	AGAP005847-RA	AFUN011540	AFUN011540-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005847	AGAP005847-RA	AFUN011540	AFUN011540-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005847	AGAP005847-RA	AFUN011540	AFUN011540-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005847	AGAP005847-RA	AFUN011540	AFUN011540-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP000881	AGAP000881-RA	AFUN016214	AFUN016214-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP000881	AGAP000881-RA	AFUN016214	AFUN016214-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RB	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RA	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RB	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RA	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RB	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RA	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RB	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006966	AGAP006966-RA	AFUN016439	AFUN016439-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011629	AGAP011629-RA	AFUN018628	AFUN018628-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011629	AGAP011629-RA	AFUN018628	AFUN018628-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005581	AGAP005581-RA	AFUN018995	AFUN018995-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005581	AGAP005581-RA	AFUN018995	AFUN018995-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP005581	AGAP005581-RA	AFUN018995	AFUN018995-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN019022	AFUN019022-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN019022	AFUN019022-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN019022	AFUN019022-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN019022	AFUN019022-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011833	AGAP011833-RA	AFUN019142	AFUN019142-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011833	AGAP011833-RA	AFUN019142	AFUN019142-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003652	AGAP003652-RB	AFUN019269	AFUN019269-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003652	AGAP003652-RA	AFUN019269	AFUN019269-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003652	AGAP003652-RB	AFUN019269	AFUN019269-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003652	AGAP003652-RA	AFUN019269	AFUN019269-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003652	AGAP003652-RB	AFUN019269	AFUN019269-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003652	AGAP003652-RA	AFUN019269	AFUN019269-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP002761	AGAP002761-RA	AFUN019285	AFUN019285-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP002761	AGAP002761-RA	AFUN019285	AFUN019285-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003414	AGAP003414-RB	AFUN019328	AFUN019328-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003414	AGAP003414-RA	AFUN019328	AFUN019328-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003414	AGAP003414-RB	AFUN019328	AFUN019328-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003414	AGAP003414-RA	AFUN019328	AFUN019328-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003414	AGAP003414-RB	AFUN019328	AFUN019328-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003414	AGAP003414-RA	AFUN019328	AFUN019328-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003578	AGAP003578-RA	AFUN019585	AFUN019585-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003578	AGAP003578-RA	AFUN019585	AFUN019585-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003136	AGAP003136-RA	AFUN019667	AFUN019667-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003136	AGAP003136-RA	AFUN019667	AFUN019667-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003136	AGAP003136-RA	AFUN019667	AFUN019667-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006096	AGAP006096-RA	AFUN020340	AFUN020340-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006096	AGAP006096-RA	AFUN020340	AFUN020340-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006096	AGAP006096-RA	AFUN020340	AFUN020340-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP006096	AGAP006096-RA	AFUN020340	AFUN020340-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003578	AGAP003578-RA	AFUN020790	AFUN020790-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP003578	AGAP003578-RA	AFUN020790	AFUN020790-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP008717	AGAP008717-RA	AFUN021018	AFUN021018-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP008717	AGAP008717-RA	AFUN021018	AFUN021018-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP004097	AGAP004097-RA	AFUN021632	AFUN021632-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP004097	AGAP004097-RA	AFUN021632	AFUN021632-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011354	AGAP011354-RA	AFUN022354	AFUN022354-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011354	AGAP011354-RA	AFUN022354	AFUN022354-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN022361	AFUN022361-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN022361	AFUN022361-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN022361	AFUN022361-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP011827	AGAP011827-RA	AFUN022361	AFUN022361-RA	"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP009944	AGAP009944-RA			"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP009944	AGAP009944-RA			"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP009944	AGAP009944-RA			"Valine, leucine and isoleucine degradation"	"Valine, leucine and isoleucine degradation"
AGAP002718	AGAP002718-RA	AFUN000947	AFUN000947-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP002718	AGAP002718-RA	AFUN000947	AFUN000947-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP002718	AGAP002718-RA	AFUN000947	AFUN000947-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003481	AGAP003481-RA	AFUN002368	AFUN002368-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003481	AGAP003481-RA	AFUN002368	AFUN002368-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000543	AGAP000543-RA	AFUN003549	AFUN003549-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000543	AGAP000543-RA	AFUN003549	AFUN003549-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000154	AGAP000154-RA	AFUN003887	AFUN003887-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000154	AGAP000154-RA	AFUN003887	AFUN003887-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RB	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RA	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RB	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RA	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RB	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RA	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RB	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004513	AGAP004513-RA	AFUN004449	AFUN004449-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004655	AGAP004655-RA	AFUN004496	AFUN004496-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004655	AGAP004655-RA	AFUN004496	AFUN004496-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP004655	AGAP004655-RA	AFUN004496	AFUN004496-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010488	AGAP010488-RA	AFUN006169	AFUN006169-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010488	AGAP010488-RA	AFUN006169	AFUN006169-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP009159	AGAP009159-RA	AFUN006214	AFUN006214-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP009159	AGAP009159-RA	AFUN006214	AFUN006214-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000907	AGAP000907-RA	AFUN006697	AFUN006697-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000907	AGAP000907-RA	AFUN006697	AFUN006697-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000907	AGAP000907-RA	AFUN006697	AFUN006697-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000327	AGAP000327-RA	AFUN007316	AFUN007316-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000327	AGAP000327-RA	AFUN007316	AFUN007316-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000327	AGAP000327-RA	AFUN007316	AFUN007316-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000118	AGAP000118-RA	AFUN010397	AFUN010397-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000118	AGAP000118-RA	AFUN010397	AFUN010397-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010535	AGAP010535-RA	AFUN011550	AFUN011550-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010535	AGAP010535-RA	AFUN011550	AFUN011550-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010535	AGAP010535-RA	AFUN011550	AFUN011550-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003482	AGAP003482-RA	AFUN016109	AFUN016109-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003482	AGAP003482-RA	AFUN016109	AFUN016109-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003483	AGAP003483-RA	AFUN016110	AFUN016110-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003483	AGAP003483-RA	AFUN016110	AFUN016110-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP003483	AGAP003483-RA	AFUN016110	AFUN016110-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP006363	AGAP006363-RA	AFUN016176	AFUN016176-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP006363	AGAP006363-RA	AFUN016176	AFUN016176-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP006363	AGAP006363-RA	AFUN016176	AFUN016176-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP008545	AGAP008545-RA	AFUN016246	AFUN016246-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP008545	AGAP008545-RA	AFUN016246	AFUN016246-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010537	AGAP010537-RA	AFUN018817	AFUN018817-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP010537	AGAP010537-RA	AFUN018817	AFUN018817-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000106	AGAP000106-RA	AFUN020172	AFUN020172-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000106	AGAP000106-RA	AFUN020172	AFUN020172-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP000106	AGAP000106-RA	AFUN020172	AFUN020172-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP002503	AGAP002503-RA	AFUN020845	AFUN020845-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
AGAP002503	AGAP002503-RA	AFUN020845	AFUN020845-RA	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis
